id,title,environments,aliases,owners,primary_url,department,notes,pope_tech,errors,active,cms
2120,,,,,relab.umn.edu,SoN - School of Nursing,None,,,True,Google Sites
2121,,,,,sane.umn.edu,SoN - School of Nursing,None,,,True,Google Sites
