id,title,environments,aliases,owners,primary_url,department,notes,pope_tech,errors,active,cms
2065,,,,,4-h-policy.extension.umn.edu,EXT - Extension,None,,,True,Google Sites
2066,,,,,4-h-volunteer.extension.umn.edu,EXT - Extension,None,,,True,Google Sites
2067,,,,,isanticountymastergardeners.umn.edu,EXT - Extension,None,,,True,Google Sites
2068,,,,,offal.umn.edu,EXT - Extension,None,,,True,Google Sites
2069,,,,,silvopasture.umn.edu,EXT - Extension,None,,,True,Google Sites
2070,,,,,tips.umn.edu,EXT - Extension,None,,,True,Google Sites
