id,title,environments,aliases,owners,primary_url,department,notes,pope_tech,errors,active,cms
2118,,,,,sparc.umn.edu,OVPR - Office of Vice President for Research,None,,,True,Google Sites
2119,,,,,ucan.umn.edu,OVPR - Office of Vice President for Research,None,,,True,Google Sites
