id,title,environments,aliases,owners,primary_url,department,notes,pope_tech,errors,active,cms
1956,,,,,cehdweb.umn.edu,CEHD - College of Education & Human Development,None,,,True,Google Sites
1957,,,,,cswe.umn.edu,CEHD - College of Education & Human Development,None,,,True,Google Sites
1958,,,,,fsos-grad.umn.edu,CEHD - College of Education & Human Development,None,,,True,Google Sites
1959,,,,,kin-quiet.umn.edu,CEHD - College of Education & Human Development,None,,,True,Google Sites
1960,,,,,kinquiet.umn.edu,CEHD - College of Education & Human Development,None,,,True,Google Sites
1961,,,,,kinsearch.umn.edu,CEHD - College of Education & Human Development,None,,,True,Google Sites
1962,,,,,kintranet.umn.edu,CEHD - College of Education & Human Development,None,,,True,Google Sites
1963,,,,,mneds.umn.edu,CEHD - College of Education & Human Development,None,,,True,Google Sites
